#    rad      RA           Dec          Plx       e        pmRA      e       pmDE      e      RUWE       Gmag       e        BPmag       e        RPmag       e       RVDR2    e   Tefftemp loggtemp
13.0860  313.1279514643200  +44.2379708247649      0.7349  0.3208     -3.204  0.354     -5.460  0.327     1.086  19.769175  0.004623  21.377237  0.178100  18.507719  0.030393  9999.99 99.99   9999.9     99.9
13.0874  312.6678531344469  +44.5136100516132      1.2362  0.0187     -0.800  0.018     -4.692  0.020     0.983  14.631735  0.006010  15.735700  0.018205  13.564283  0.013988  9999.99 99.99   9999.9     99.9
13.0898  313.0751022780641  +44.1891195971551      2.0988  2.0414     -7.461  2.366      2.681  2.969     1.202  20.914986  0.018579  20.923243  0.523872  19.356771  0.179114  9999.99 99.99   9999.9     99.9
13.0899  312.7029281437800  +44.1603548289000  99999.9999 99.9999  99999.999 99.999  99999.999 99.999  9999.999  20.819998  0.014769  21.311132  0.418340  19.463781  0.170943  9999.99 99.99   9999.9     99.9
13.0909  312.7067486445233  +44.5333430838007     -0.0360  0.7550     -4.710  0.777     -8.029  0.846     1.138  20.543526  0.008313  21.433080  0.185722  19.113451  0.033522  9999.99 99.99   9999.9     99.9
13.0918  312.9903808440600  +44.5442867763800  99999.9999 99.9999  99999.999 99.999  99999.999 99.999  9999.999  21.041555  0.034248  21.075540  0.380416  20.050390  0.192761  9999.99 99.99   9999.9     99.9
13.0933  313.1529332834120  +44.2777518304895     -0.2824  0.5120     -8.322  0.534     -3.931  0.560     1.383  19.958544  0.009643  21.225950  0.111989  18.405320  0.023341  9999.99 99.99   9999.9     99.9
13.0941  313.1316667009192  +44.4499631029230      1.4795  0.5278     -2.973  0.600     -3.520  0.788     1.007  20.477436  0.008606  21.581926  0.213443  19.176490  0.055442  9999.99 99.99   9999.9     99.9
13.0955  313.1206673319993  +44.2291044663261      1.6396  0.0211     20.021  0.023     11.778  0.022     1.050  15.032743  0.002765  15.556939  0.003390  14.358265  0.003908  9999.99 99.99   9999.9     99.9
13.1020  312.6489605559560  +44.5017238413522      1.2939  0.5085      0.587  0.430     -2.552  0.508     1.045  20.123817  0.005803  21.423658  0.208757  18.490574  0.026567  9999.99 99.99   9999.9     99.9
13.1033  312.6580536058590  +44.1843181627543      1.3652  0.9832     -6.392  1.082     -3.148  1.345     1.113  20.751287  0.011189  21.803510  0.174830  19.503366  0.099994  9999.99 99.99   9999.9     99.9
13.1044  313.0645888937000  +44.1818916961100  99999.9999 99.9999  99999.999 99.999  99999.999 99.999  9999.999  20.665325  0.014777  99.999999 99.999999  99.999999 99.999999  9999.99 99.99   9999.9     99.9
13.1077  313.0645105360089  +44.1817326904507      0.2985  0.7458    -11.907  0.786     -1.963  0.854     1.616  19.956686  0.007851  20.724031  0.157440  18.102533  0.027919  9999.99 99.99   9999.9     99.9
13.1085  312.8355627919532  +44.1282998557155      0.6571  0.2738      2.632  0.291      2.217  0.295     1.035  19.588987  0.004323  21.216830  0.106682  18.397717  0.023119  9999.99 99.99   9999.9     99.9
13.1095  313.0122276914581  +44.5367564827912      0.9066  1.2536     -3.571  1.139     -8.481  2.542     1.401  20.817652  0.015419  21.488077  0.229080  19.341217  0.070483  9999.99 99.99   9999.9     99.9
13.1098  312.5830835117121  +44.2589530701753      0.9545  0.7152     -1.313  0.861     -3.365  0.932     1.108  20.546244  0.008633  21.438425  0.153965  19.001343  0.053273  9999.99 99.99   9999.9     99.9
13.1124  313.0020975396400  +44.5406233660300  99999.9999 99.9999  99999.999 99.999  99999.999 99.999  9999.999  20.976400  0.020926  21.359970  0.207632  19.507015  0.100208  9999.99 99.99   9999.9     99.9
13.1134  312.7640310274200  +44.5526712533600  99999.9999 99.9999  99999.999 99.999  99999.999 99.999  9999.999  20.785210  0.019312  20.887356  0.142229  19.031658  0.055889  9999.99 99.99   9999.9     99.9
13.1152  312.8641903368017  +44.5644954725672      0.7297  1.4269     -3.148  1.378     -4.826  2.114     1.106  20.897476  0.011877  21.621164  0.333844  19.743803  0.143801  9999.99 99.99   9999.9     99.9
13.1177  312.7738749268215  +44.5550269642967      0.4148  0.1286     -0.150  0.118     -2.004  0.146     1.035  18.311357  0.003210  19.857656  0.047188  17.113640  0.009536  9999.99 99.99   9999.9     99.9
13.1203  313.0095563706299  +44.1540069629713      1.0900  0.5100      3.469  0.616      0.186  0.551     1.028  20.219158  0.006554  21.105034  0.124207  18.784462  0.037323  9999.99 99.99   9999.9     99.9
13.1204  313.1568507889278  +44.4073412275418      0.5325  0.1855    -10.372  0.218     -5.202  0.194     1.026  19.017458  0.003902  20.771610  0.084607  17.693980  0.013189  9999.99 99.99   9999.9     99.9
13.1210  313.1622550979733  +44.3919087529575      0.5308  0.9773     -2.881  1.066     -5.978  1.619     1.049  20.716215  0.010160  21.442583  0.200447  19.255352  0.047765  9999.99 99.99   9999.9     99.9
13.1214  313.0677541031470  +44.5086319167986      0.3784  0.0355     -1.276  0.036     -3.242  0.038     0.943  16.091230  0.002824  18.259005  0.012884  14.737144  0.004078  9999.99 99.99   9999.9     99.9
13.1219  312.8294693553070  +44.5632764856184      1.0333  0.3083     -1.644  0.284     -3.899  0.324     1.085  19.546736  0.005269  21.402590  0.149587  18.100061  0.014472  9999.99 99.99   9999.9     99.9
13.1234  312.7896156752748  +44.5582239306981      0.7405  0.1970     -2.106  0.191     -2.027  0.231     2.272  16.891819  0.005899  18.706533  0.022633  15.459147  0.004606  9999.99 99.99   9999.9     99.9
13.1250  313.1442775333877  +44.4325759029756      0.2086  0.5530     -7.250  0.623     -5.725  0.705     1.242  20.236960  0.006046  21.541037  0.247787  18.816610  0.036694  9999.99 99.99   9999.9     99.9
13.1259  312.6123349418490  +44.2209603931924      0.6162  0.5510     -2.404  0.577     -2.253  0.681     1.090  20.293324  0.006859  21.536310  0.194896  18.810540  0.027908  9999.99 99.99   9999.9     99.9
13.1275  312.8739010799643  +44.1272465623511      0.4590  0.0810     -0.497  0.086     -3.166  0.088     0.949  17.771748  0.002966  19.010199  0.032537  16.661282  0.007144  9999.99 99.99   9999.9     99.9
13.1314  313.0511921903900  +44.5187213364100  99999.9999 99.9999  99999.999 99.999  99999.999 99.999  9999.999  20.999456  0.019420  99.999999 99.999999  99.999999 99.999999  9999.99 99.99   9999.9     99.9
13.1316  312.9267687387515  +44.1318337109511      0.0368  0.3757     -4.478  0.423     -2.800  0.392     1.066  20.014845  0.005085  21.114565  0.105435  18.709736  0.035180  9999.99 99.99   9999.9     99.9
13.1318  313.0219793875092  +44.5331099984378      1.0691  0.2940     -4.400  0.291     -2.167  0.346     1.105  19.612045  0.004464  21.147594  0.112462  18.374483  0.018420  9999.99 99.99   9999.9     99.9
13.1324  313.0377712196000  +44.5257834346800  99999.9999 99.9999  99999.999 99.999  99999.999 99.999  9999.999  21.189260  0.042106  21.699492  0.343866  19.583225  0.097714  9999.99 99.99   9999.9     99.9
13.1328  313.1688878293416  +44.3344244933801      3.4862  0.6959    -17.018  0.703    -11.927  0.802     1.541  20.147114  0.009855  21.198680  0.157492  18.505200  0.038041  9999.99 99.99   9999.9     99.9
13.1350  313.1693068589011  +44.3474329845522      0.3746  0.1592     -3.629  0.163     -4.564  0.173     0.943  18.787035  0.003375  20.186472  0.067696  17.523710  0.018885  9999.99 99.99   9999.9     99.9
13.1388  312.8391024139499  +44.1275803947652      0.6815  0.7143     -5.353  0.758      2.394  0.880     1.129  20.513742  0.007997  21.105854  0.133042  19.297533  0.057015  9999.99 99.99   9999.9     99.9
13.1399  313.1432629419523  +44.4347934611241      0.9525  0.1256     -1.539  0.141     -3.448  0.139     1.048  18.448334  0.003535  20.744800  0.096108  17.080950  0.009377  9999.99 99.99   9999.9     99.9
13.1447  312.7657823871800  +44.5536421234741      0.7159  0.2571     -2.958  0.246     -0.530  0.282     1.047  19.355947  0.004078  20.596584  0.073653  18.142445  0.020191  9999.99 99.99   9999.9     99.9
13.1461  312.8994652353316  +44.1283587667316      0.4918  0.1139     -1.958  0.124     -5.144  0.128     0.961  18.219010  0.003135  19.771511  0.030596  17.011196  0.007720  9999.99 99.99   9999.9     99.9
13.1468  312.9999884059920  +44.1499705412984      3.4536  0.1077     23.531  0.122     -0.169  0.115     9.850  12.573142  0.002779  13.028122  0.002869  11.935304  0.003866    -6.39  1.88   5500.0      4.5
13.1498  312.7580879688500  +44.5518150956400  99999.9999 99.9999  99999.999 99.999  99999.999 99.999  9999.999  21.080256  0.031107  20.629023  0.474690  19.728598  0.110446  9999.99 99.99   9999.9     99.9
13.1498  312.7496552852169  +44.5495430874466      0.7029  0.6082     -0.686  0.642     -5.199  0.709     1.042  20.430360  0.006800  21.572580  0.168828  19.144169  0.037006  9999.99 99.99   9999.9     99.9
13.1526  313.1423965843637  +44.2557760328857      0.4194  0.1157     -4.358  0.126     -5.213  0.134     0.951  18.321384  0.003291  20.189970  0.060233  17.037703  0.011369  9999.99 99.99   9999.9     99.9
13.1562  313.1176833566173  +44.4684862137490      0.3317  0.1684     -2.407  0.176     -5.625  0.182     1.003  19.006935  0.003626  21.514582  0.115063  17.513235  0.011772  9999.99 99.99   9999.9     99.9
13.1577  312.8651208181359  +44.1266442989833      1.9870  0.4165      0.394  0.414    -10.389  0.405     1.063  19.946877  0.005057  20.961317  0.137035  18.682627  0.024842  9999.99 99.99   9999.9     99.9
13.1588  312.7525938222100  +44.1413800168700  99999.9999 99.9999  99999.999 99.999  99999.999 99.999  9999.999  21.084045  0.032057  20.630003  0.094997  19.865130  0.168380  9999.99 99.99   9999.9     99.9
13.1618  313.0520043684793  +44.5188979073401      0.7079  0.1458      5.693  0.150     -0.935  0.174     0.944  18.794306  0.003330  20.451590  0.105787  17.496117  0.014882  9999.99 99.99   9999.9     99.9
13.1658  313.0647039973218  +44.1806017317616      1.2292  0.7385     -1.984  1.015     -1.085  0.920     1.009  20.497532  0.008305  21.100216  0.175630  19.013262  0.063711  9999.99 99.99   9999.9     99.9
13.1676  313.1571287197517  +44.2832074365589     -0.0759  0.3383     -5.123  0.374     -5.151  0.361     1.017  19.857021  0.004816  21.172840  0.143602  18.609385  0.024557  9999.99 99.99   9999.9     99.9
13.1722  313.1701602532460  +44.3470433305831      0.6217  0.1977     -1.188  0.202     -1.776  0.196     0.997  19.021286  0.003592  20.560528  0.123313  17.748789  0.018553  9999.99 99.99   9999.9     99.9
13.1741  313.0199231724494  +44.1572166605547     -0.2362  0.4993     -3.463  0.509     -5.622  0.493     1.095  20.034412  0.005656  21.027292  0.180795  18.562054  0.034057  9999.99 99.99   9999.9     99.9
13.1742  312.9691888574479  +44.5520307053472      0.4746  0.0634     -4.088  0.065     -5.175  0.066     1.006  17.343796  0.002862  18.697353  0.018275  16.139675  0.011083  9999.99 99.99   9999.9     99.9
13.1751  312.7862720710464  +44.1333623731787      3.3543  0.3258     -6.886  0.366     -6.144  0.344     0.959  19.842890  0.004695  21.391832  0.145648  18.616224  0.023659  9999.99 99.99   9999.9     99.9
13.1762  312.7295465952170  +44.1482692805671      0.4864  0.6911     -2.042  0.831     -4.828  0.859     1.009  20.610240  0.008636  21.520567  0.211920  19.354456  0.045136  9999.99 99.99   9999.9     99.9
13.1806  312.7502644433687  +44.1416553530095      0.4896  0.1755     -1.803  0.196     -1.944  0.197     0.983  18.912514  0.003455  20.265720  0.070463  17.725224  0.013634  9999.99 99.99   9999.9     99.9
13.1807  312.5574346789317  +44.3676509256899      3.0142  0.3029      0.662  0.352      5.301  0.353     4.424  17.562204  0.005740  18.556452  0.016666  16.367023  0.005752  9999.99 99.99   9999.9     99.9
13.1814  312.9686013246892  +44.5523168671193      0.3938  0.2051     -4.855  0.204     -5.799  0.216     1.045  19.057125  0.003685  99.999999 99.999999  99.999999 99.999999  9999.99 99.99   9999.9     99.9
13.1820  312.9513989605500  +44.5563668280100  99999.9999 99.9999  99999.999 99.999  99999.999 99.999  9999.999  20.953167  0.015175  21.601603  0.239538  19.469648  0.123270  9999.99 99.99   9999.9     99.9
13.1820  313.0338329014257  +44.5287207417741      0.9562  0.9093     -1.474  1.090     -4.249  1.018     1.026  20.732922  0.010548  21.440931  0.250185  19.567972  0.102237  9999.99 99.99   9999.9     99.9
13.1824  313.1650496926000  +44.3870773846800  99999.9999 99.9999  99999.999 99.999  99999.999 99.999  9999.999  20.840220  0.013645  21.305134  0.199117  19.640072  0.061340  9999.99 99.99   9999.9     99.9
13.1878  312.7435241304058  +44.5484287371324      0.3765  0.0691     -6.707  0.071     -6.732  0.077     1.008  17.416040  0.002920  18.712175  0.021516  16.250877  0.004858  9999.99 99.99   9999.9     99.9
13.1883  312.8957949848422  +44.5644692510079     -0.1334  0.9596     -2.384  0.853     -2.531  1.178     1.107  20.716686  0.011852  21.112535  0.208473  19.143635  0.064093  9999.99 99.99   9999.9     99.9
13.1908  312.6114159817193  +44.2199607416566      0.3181  0.1458      3.672  0.161      1.357  0.187     0.956  18.731232  0.003577  20.666195  0.063533  17.312730  0.010763  9999.99 99.99   9999.9     99.9
13.1912  313.1705879406100  +44.3446042284200  99999.9999 99.9999  99999.999 99.999  99999.999 99.999  9999.999  20.978449  0.021299  21.599170  0.126577  19.505617  0.127671  9999.99 99.99   9999.9     99.9
13.1940  312.7330071858694  +44.5452186944354      0.0457  0.4120     -0.819  0.403     -6.704  0.465     0.996  20.108072  0.005863  21.252804  0.195773  18.925879  0.030788  9999.99 99.99   9999.9     99.9
13.1949  313.0086651199636  +44.5397428676494      1.2072  0.0406     -1.837  0.043     -3.141  0.045     0.981  16.464832  0.003067  18.051575  0.010928  15.246927  0.005136  9999.99 99.99   9999.9     99.9
13.1975  313.1704259369869  +44.3359970943749     -0.1125  0.3702     -3.204  0.395     -3.642  0.367     1.042  19.867270  0.004935  21.316690  0.113042  18.529234  0.029005  9999.99 99.99   9999.9     99.9
13.1981  312.7380856015122  +44.1450218457824      0.0943  0.3612     -2.348  0.373     -4.305  0.359     0.941  19.862719  0.005306  21.008950  0.133011  18.574306  0.021181  9999.99 99.99   9999.9     99.9
13.1986  313.0951480811600  +44.2016655621200  99999.9999 99.9999  99999.999 99.999  99999.999 99.999  9999.999  17.054500  0.016044  17.451850  0.009365  15.531343  0.006139  9999.99 99.99   9999.9     99.9
13.1992  313.1301026748192  +44.2368719239474      0.6876  0.5791     -1.453  0.570     -3.856  0.695     1.133  20.316349  0.006621  21.702840  0.189043  19.039291  0.040909  9999.99 99.99   9999.9     99.9
13.1996  313.0107425059600  +44.5390104805900  99999.9999 99.9999  99999.999 99.999  99999.999 99.999  9999.999  20.963860  0.021589  21.745054  0.203353  19.567081  0.073635  9999.99 99.99   9999.9     99.9
13.2024  312.8562562781337  +44.1259227133179      0.0008  0.5627     -2.447  0.641     -3.998  0.748     1.026  20.473644  0.007221  21.615833  0.136296  19.283794  0.047010  9999.99 99.99   9999.9     99.9
13.2025  312.9458253154775  +44.1339926792488      0.4354  0.3904     -3.697  0.472     -7.018  0.404     1.058  20.016563  0.005196  21.654995  0.154791  18.645088  0.033521  9999.99 99.99   9999.9     99.9
13.2043  312.8036125917367  +44.5618505065433      1.9826  0.4245      0.356  0.412     -7.932  0.532     1.007  20.198160  0.005553  21.435593  0.177157  18.754436  0.039395  9999.99 99.99   9999.9     99.9
13.2058  312.7373301276727  +44.5468168911135      1.6142  0.0419     10.178  0.042      4.664  0.045     1.029  16.422062  0.002812  17.215124  0.005407  15.538430  0.004951  9999.99 99.99   9999.9     99.9
13.2060  313.0285775465618  +44.5316507100929     -0.4058  0.9878     -3.943  0.952     -4.679  1.872     1.160  20.718534  0.010143  21.481756  0.258992  19.456005  0.077893  9999.99 99.99   9999.9     99.9
13.2078  313.0874254383640  +44.4969257958243      1.2904  0.0720     -0.988  0.074     -5.500  0.082     1.022  17.675228  0.002922  18.776321  0.023081  16.670164  0.006904  9999.99 99.99   9999.9     99.9
13.2089  312.7368352220400  +44.5467156854500  99999.9999 99.9999  99999.999 99.999  99999.999 99.999  9999.999  20.718330  0.024280  99.999999 99.999999  99.999999 99.999999  9999.99 99.99   9999.9     99.9
13.2089  313.1551675088810  +44.2765275635154      0.0736  0.1546     -2.773  0.162     -3.993  0.181     1.025  18.668287  0.003560  20.696568  0.107298  17.290573  0.008856  9999.99 99.99   9999.9     99.9
13.2105  313.1575640432203  +44.2817895400876      0.3037  0.1336     -4.567  0.145     -6.955  0.147     0.971  18.475748  0.003399  21.029210  0.109140  17.025011  0.009782  9999.99 99.99   9999.9     99.9
13.2107  313.1631164196735  +44.2965052693442      0.8129  0.5778     -8.228  0.639    -10.637  0.704     0.986  20.443544  0.007179  21.143906  0.177336  19.273388  0.056841  9999.99 99.99   9999.9     99.9
13.2110  313.0956377261241  +44.2018172665021      1.3494  0.4756      2.643  0.563    -10.731  0.594     0.887  19.723518  0.005868  99.999999 99.999999  99.999999 99.999999  9999.99 99.99   9999.9     99.9
13.2128  312.9053217197055  +44.5640542928736      1.2490  0.1818      8.398  0.187     -4.940  0.229     1.072  18.965826  0.003753  99.999999 99.999999  99.999999 99.999999  9999.99 99.99   9999.9     99.9
13.2136  312.9046199163613  +44.5641367901662      1.2006  0.0709      8.648  0.072     -5.348  0.076     1.100  17.366613  0.002922  18.383297  0.022398  16.263906  0.010302  9999.99 99.99   9999.9     99.9
13.2140  313.1541731354810  +44.2741938607218      0.3935  0.7649     -1.603  0.864     -5.882  1.091     1.154  20.561327  0.011068  21.391287  0.224177  19.355790  0.058564  9999.99 99.99   9999.9     99.9
13.2159  312.6418062800337  +44.4992649684441      0.6265  1.0545     -1.484  0.948     -2.584  1.089     1.244  20.589808  0.008285  21.145823  0.187088  19.132820  0.042636  9999.99 99.99   9999.9     99.9
13.2173  312.8991817446343  +44.1271342689041     -0.0191  0.3299     -1.440  0.350     -4.105  0.351     1.071  19.637802  0.004813  21.163628  0.130799  18.383003  0.027847  9999.99 99.99   9999.9     99.9
13.2181  313.1675088334440  +44.3121083410236      0.1459  1.0425     -3.395  1.186     -5.138  1.740     1.170  20.676470  0.009257  21.661470  0.327006  19.465057  0.069286  9999.99 99.99   9999.9     99.9
13.2225  312.8349869552193  +44.1264650621991      1.2818  0.3590     -2.311  0.391     -5.265  0.399     0.901  19.971859  0.005249  21.422117  0.162964  18.756401  0.032223  9999.99 99.99   9999.9     99.9
13.2239  312.6252910454019  +44.2060493176600      0.5484  0.5323     -3.670  0.582     -5.756  0.673     1.009  20.377575  0.006500  21.396093  0.118227  19.117447  0.032058  9999.99 99.99   9999.9     99.9
13.2245  312.8970961598876  +44.1268465935638      0.6981  0.1162     -1.899  0.129     -5.005  0.134     0.991  18.288490  0.003135  19.901619  0.048772  17.102793  0.009246  9999.99 99.99   9999.9     99.9
13.2258  312.9152672105370  +44.1286441268433      0.7922  0.2809     -3.647  0.309     -1.097  0.291     0.988  19.613464  0.004685  21.207943  0.125446  18.311165  0.020579  9999.99 99.99   9999.9     99.9
13.2261  312.7622260165835  +44.1376470287247      0.1023  0.1608      2.241  0.180      0.613  0.192     2.793  17.117786  0.005034  18.692873  0.019377  15.768660  0.004753  9999.99 99.99   9999.9     99.9
13.2307  312.8776042119400  +44.1256191634300  99999.9999 99.9999  99999.999 99.999  99999.999 99.999  9999.999  20.985804  0.027675  21.898104  0.070521  19.570168  0.128667  9999.99 99.99   9999.9     99.9
13.2310  312.6513472854681  +44.5063455543958      0.8611  0.1176     -2.318  0.117     -3.363  0.127     1.210  17.863472  0.003330  19.728321  0.061300  16.502266  0.007385  9999.99 99.99   9999.9     99.9
13.2316  312.7698276425600  +44.5561094879400  99999.9999 99.9999  99999.999 99.999  99999.999 99.999  9999.999  99.999999 99.999999  99.999999 99.999999  20.307432  0.337177  9999.99 99.99   9999.9     99.9
13.2351  312.8012093494500  +44.1298155188000  99999.9999 99.9999  99999.999 99.999  99999.999 99.999  9999.999  20.485704  0.017489  99.999999 99.999999  99.999999 99.999999  9999.99 99.99   9999.9     99.9
13.2356  313.1637330190056  +44.3959382608595      1.3626  0.4922     -1.761  0.528     -4.644  0.594     1.215  20.236473  0.005551  21.872135  0.288973  18.658375  0.041995  9999.99 99.99   9999.9     99.9
13.2358  312.8013928928663  +44.1297546968100     -0.0452  0.7501     -0.454  0.731      5.166  0.716     2.117  19.956670  0.010257  20.910105  0.106694  18.294525  0.025863  9999.99 99.99   9999.9     99.9
13.2365  313.1715689918616  +44.3531262562925      1.6806  0.0138     -9.533  0.014    -18.562  0.013     0.999  13.891207  0.002761  14.256040  0.002972  13.360711  0.003813  9999.99 99.99   9999.9     99.9
13.2368  313.1593138381808  +44.4079094666486      1.4130  0.1557      8.229  0.192      5.004  0.170     0.933  18.779087  0.003309  20.262558  0.061590  17.617266  0.011107  9999.99 99.99   9999.9     99.9
13.2368  313.1326407918780  +44.2389104012285      2.7713  0.7724     13.461  0.773      2.347  0.824     1.125  20.426624  0.007968  21.343906  0.264910  19.000463  0.042893  9999.99 99.99   9999.9     99.9
13.2370  313.1063846112565  +44.4818853664909      0.8215  0.2084     -1.135  0.211     -3.238  0.221     1.097  19.206644  0.003883  21.501413  0.119748  17.689781  0.016338  9999.99 99.99   9999.9     99.9
13.2372  312.8608112839614  +44.1253020394279      0.1786  0.1608     -4.369  0.175     -5.821  0.199     1.020  18.743380  0.003429  20.307592  0.068313  17.499516  0.013057  9999.99 99.99   9999.9     99.9
13.2401  313.0332733270556  +44.5301452472501      1.0968  0.2722     -2.393  0.273     -3.067  0.316     0.998  19.613956  0.004199  21.808855  0.126458  18.091753  0.016276  9999.99 99.99   9999.9     99.9
13.2434  313.1665956504050  +44.3868272801225      2.4588  0.8924     -3.393  1.129     -8.380  2.142     1.086  20.736868  0.012743  21.333761  0.172470  19.597746  0.079261  9999.99 99.99   9999.9     99.9
13.2457  312.9729867308500  +44.5522617877100  99999.9999 99.9999  99999.999 99.999  99999.999 99.999  9999.999  20.965149  0.016890  22.229044  0.189888  19.895630  0.096782  9999.99 99.99   9999.9     99.9
13.2464  313.0949000689817  +44.2002665095950      0.5402  0.1623     -3.175  0.197     -6.288  0.172     1.091  18.507051  0.003387  21.360052  0.235008  16.948359  0.012573  9999.99 99.99   9999.9     99.9
13.2473  312.7986743647651  +44.1300218980754      0.1821  0.1731      0.806  0.196     -7.388  0.187     0.985  19.004710  0.003495  20.479015  0.115445  17.754236  0.030623  9999.99 99.99   9999.9     99.9
13.2493  312.9537018011902  +44.1348354434855      0.7371  0.3674     -3.707  0.415     -7.402  0.383     1.085  19.888561  0.004800  21.353514  0.126980  18.569012  0.022692  9999.99 99.99   9999.9     99.9
13.2493  312.9036209957992  +44.1269923409319      0.8915  0.3675     -2.944  0.415     -3.729  0.393     1.083  19.968900  0.005106  21.465730  0.117556  18.632307  0.021966  9999.99 99.99   9999.9     99.9
13.2496  312.9370217953155  +44.1315129900696      0.6337  0.8526     -3.937  1.003     -5.063  1.677     1.142  20.655928  0.009917  21.315428  0.300922  19.345387  0.055396  9999.99 99.99   9999.9     99.9
13.2500  313.0315375717865  +44.1609175902711      0.6105  0.7944      0.432  1.003     -5.398  1.153     1.110  20.543972  0.009150  21.318570  0.164976  18.997772  0.047800  9999.99 99.99   9999.9     99.9
13.2502  312.7282616825100  +44.5446175825200  99999.9999 99.9999  99999.999 99.999  99999.999 99.999  9999.999  20.980650  0.019326  21.016882  0.174157  19.675080  0.171377  9999.99 99.99   9999.9     99.9
13.2510  312.5643835166440  +44.2904452357063      1.0561  0.9025     -1.593  1.044     -0.078  1.251     1.019  20.693827  0.009766  21.685394  0.258808  19.124619  0.075598  9999.99 99.99   9999.9     99.9
13.2511  312.7926160691900  +44.1308989071600  99999.9999 99.9999  99999.999 99.999  99999.999 99.999  9999.999  21.057480  0.022395  21.506844  0.333473  19.825607  0.102076  9999.99 99.99   9999.9     99.9
13.2522  312.9097397313200  +44.5642421148100  99999.9999 99.9999  99999.999 99.999  99999.999 99.999  9999.999  21.146885  0.029187  20.618540  0.588355  19.406652  0.143928  9999.99 99.99   9999.9     99.9
13.2522  312.9427443921076  +44.1325112854155      0.3522  0.2341     -0.403  0.274     -1.790  0.253     1.008  19.336445  0.003810  21.416674  0.115249  17.978933  0.014173  9999.99 99.99   9999.9     99.9
13.2548  313.1081219103200  +44.4807472347000  99999.9999 99.9999  99999.999 99.999  99999.999 99.999  9999.999  21.097042  0.024322  21.117928  0.150673  19.597270  0.246035  9999.99 99.99   9999.9     99.9
13.2597  312.7215896888853  +44.1495632301524      0.4032  0.4358     -2.378  0.514     -4.260  0.501     1.047  20.122034  0.005585  21.122301  0.172198  18.737268  0.028986  9999.99 99.99   9999.9     99.9
13.2613  312.5625639777363  +44.2949718991782      1.2652  0.2285     -1.999  0.245     -3.953  0.263     1.015  19.092125  0.003911  21.352448  0.112741  17.591190  0.011286  9999.99 99.99   9999.9     99.9
13.2624  313.1245271230611  +44.4642432050479      0.6613  0.2894     -3.521  0.301     -6.588  0.293     1.026  19.802795  0.004467  21.180996  0.179051  18.464080  0.023672  9999.99 99.99   9999.9     99.9
13.2629  313.1570998070869  +44.4147026708285      0.4991  0.0894     -1.565  0.098     -4.331  0.096     0.996  17.931963  0.003017  19.879766  0.061504  16.570377  0.005819  9999.99 99.99   9999.9     99.9
13.2664  312.9673069166376  +44.5541506322327      0.9616  0.4719     -3.210  0.505     -5.149  0.540     0.954  20.327745  0.006221  21.053192  0.191278  19.047838  0.037030  9999.99 99.99   9999.9     99.9
13.2665  313.1579631393700  +44.4129364249500  99999.9999 99.9999  99999.999 99.999  99999.999 99.999  9999.999  20.870968  0.014030  21.584482  0.340352  19.662851  0.064725  9999.99 99.99   9999.9     99.9
13.2734  312.5955327093500  +44.2352576717900  99999.9999 99.9999  99999.999 99.999  99999.999 99.999  9999.999  21.013083  0.020091  20.653204  0.697020  20.070988  0.190850  9999.99 99.99   9999.9     99.9
13.2736  312.7365496947158  +44.5478963966763      1.8643  0.5525      9.333  0.588    -16.108  0.627     1.095  20.322618  0.007972  21.623486  0.300137  19.108198  0.079577  9999.99 99.99   9999.9     99.9
13.2742  312.7126861346943  +44.5392975790454     -0.0182  0.3406     -2.685  0.322     -3.750  0.325     1.070  19.586550  0.004523  20.741283  0.114470  18.365282  0.020241  9999.99 99.99   9999.9     99.9
13.2748  313.0438654871277  +44.5256404625372      0.2709  0.1767     -4.787  0.179     -1.375  0.223     1.044  18.895695  0.003418  20.747835  0.121088  17.475412  0.011805  9999.99 99.99   9999.9     99.9
13.2756  312.7375858041516  +44.5482062758582      0.4711  0.1397     -1.984  0.141     -8.696  0.161     1.054  18.498438  0.003228  19.873056  0.057670  17.281374  0.009722  9999.99 99.99   9999.9     99.9
13.2768  312.7623547563185  +44.1367359790533     -0.1181  0.3924     -0.343  0.436     -1.785  0.469     0.974  99.999999 99.999999  99.999999 99.999999  18.396046  0.044588  9999.99 99.99   9999.9     99.9
13.2778  312.7835071380987  +44.1321102480085      0.4709  0.2618     -4.741  0.296     -5.927  0.275     1.014  19.557758  0.004189  21.189558  0.102981  18.425562  0.017927  9999.99 99.99   9999.9     99.9
13.2788  312.9500175276300  +44.1335017422100  99999.9999 99.9999  99999.999 99.999  99999.999 99.999  9999.999  20.897009  0.021152  99.999999 99.999999  19.420822  0.134627  9999.99 99.99   9999.9     99.9
13.2815  313.1709796976000  +44.3696257182300  99999.9999 99.9999  99999.999 99.999  99999.999 99.999  9999.999  20.787075  0.025833  21.587233  0.204038  19.228176  0.055512  9999.99 99.99   9999.9     99.9
13.2841  312.9805361145288  +44.1410899810650     -0.1789  0.2996     -3.137  0.356     -4.704  0.326     1.047  19.667084  0.004588  21.291452  0.112528  18.159140  0.020964  9999.99 99.99   9999.9     99.9
13.2856  312.8915250440256  +44.1254173903807      1.8035  0.0538     -5.987  0.057     -5.424  0.059     1.011  16.994455  0.002858  17.996527  0.010356  15.995896  0.005154  9999.99 99.99   9999.9     99.9
